date,equity
2024-02-29,100000.0
2024-03-01,100000.0
2024-03-02,100000.0
2024-03-03,100000.0
2024-03-04,100000.0
2024-03-05,100000.0
2024-03-06,100000.0
2024-03-07,100000.0
2024-03-08,100000.0
2024-03-09,100000.0
2024-03-10,100000.0
2024-03-11,100000.0
2024-03-12,100000.0
2024-03-13,100000.0
2024-03-14,100000.0
2024-03-15,100000.0
2024-03-16,100000.0
2024-03-17,100000.0
2024-03-18,100000.0
2024-03-19,100000.0
2024-03-20,100000.0
2024-03-21,100000.0
2024-03-22,100000.0
2024-03-23,100000.0
2024-03-24,100000.0
2024-03-25,100000.0
2024-03-26,100000.0
2024-03-27,100000.0
2024-03-28,100000.0
2024-03-29,100000.0
2024-03-30,100000.0
2024-03-31,100000.0
2024-04-01,100000.0
2024-04-02,99989.08979112125
2024-04-03,100421.72173286902
2024-04-04,99653.20559910366
2024-04-05,99904.73068143436
2024-04-06,99666.16624817812
2024-04-07,99604.89283631457
2024-04-08,98757.75723903862
2024-04-09,98826.37143346926
2024-04-10,98672.82367583748
2024-04-11,99028.845519133
2024-04-12,101508.65378285301
2024-04-13,104280.83444049077
2024-04-14,103319.56348562599
2024-04-15,103587.24537860509
2024-04-16,103629.73293831148
2024-04-17,103705.76858324949
2024-04-18,103371.85342232007
2024-04-19,103338.91890233132
2024-04-20,102280.24606971975
2024-04-21,102267.1383564878
2024-04-22,100762.05011284625
2024-04-23,101308.51434640626
2024-04-24,102139.62780324041
2024-04-25,102228.19408169673
2024-04-26,102200.10610245029
2024-04-27,102590.36356079514
2024-04-28,102936.66571715844
2024-04-29,102700.03976782784
2024-04-30,103419.37048893841
2024-05-01,102626.64049594585
2024-05-02,102564.42954201144
2024-05-03,101929.44925187118
2024-05-04,101999.15163565328
2024-05-05,102028.21894148317
2024-05-06,101524.40145102257
2024-05-07,102264.14457465295
2024-05-08,102615.87627384068
2024-05-09,102438.04340076726
2024-05-10,103312.97265437165
2024-05-11,103142.72328458539
2024-05-12,103446.98973067483
2024-05-13,103192.95074086773
2024-05-14,103427.70453026246
2024-05-15,102532.8344017525
2024-05-16,102687.58753266574
2024-05-17,102308.14451830213
2024-05-18,102421.14373946839
2024-05-19,102970.18044912508
2024-05-20,101674.84945111458
2024-05-21,101691.23294313157
2024-05-22,102181.4765765311
2024-05-23,102098.34263100344
2024-05-24,101748.80953394607
2024-05-25,101465.32657423854
2024-05-26,102101.85258212016
2024-05-27,101841.54143801228
2024-05-28,102100.72817011696
2024-05-29,102334.17061052531
2024-05-30,102539.52786179146
2024-05-31,102589.19450712431
2024-06-01,102565.1800800483
2024-06-02,102791.32081769637
2024-06-03,102481.52996523879
2024-06-04,102216.35008925597
2024-06-05,102218.87792368501
2024-06-06,102412.34375073855
2024-06-07,103471.5189319806
2024-06-08,103743.2987995108
2024-06-09,103488.74503547393
2024-06-10,103580.25905904536
2024-06-11,104343.63855062908
2024-06-12,103818.42793601312
2024-06-13,104498.81438233261
2024-06-14,104626.60673610686
2024-06-15,103858.17018061291
2024-06-16,103945.19074132784
2024-06-17,103180.87516977619
2024-06-18,103846.14064624111
2024-06-19,103738.80394160218
2024-06-20,103950.62028415228
2024-06-21,103939.38592948497
2024-06-22,104048.68826255134
2024-06-23,104382.53818375253
2024-06-24,104632.78542191605
2024-06-25,104560.60403052886
2024-06-26,104845.44437594249
2024-06-27,104608.8184266119
2024-06-28,104785.2925189271
2024-06-29,104733.37983969206
2024-06-30,104570.05969375189
2024-07-01,104515.85354884279
2024-07-02,104147.03664642514
2024-07-03,104978.38447201432
2024-07-04,106531.82801200234
2024-07-05,106910.14800941487
2024-07-06,105807.25328999839
2024-07-07,107175.51482238085
2024-07-08,106629.84855862957
2024-07-09,106422.19784168938
2024-07-10,106276.0563674707
2024-07-11,105807.81410094789
2024-07-12,104592.6690243395
2024-07-13,104592.6690243395
2024-07-14,104592.6690243395
2024-07-15,104592.6690243395
2024-07-16,104592.6690243395
2024-07-17,104592.6690243395
2024-07-18,104592.6690243395
2024-07-19,104592.6690243395
2024-07-20,104592.6690243395
2024-07-21,104592.6690243395
2024-07-22,104592.6690243395
2024-07-23,104592.6690243395
2024-07-24,104592.6690243395
2024-07-25,104592.6690243395
2024-07-26,104592.6690243395
2024-07-27,104592.6690243395
2024-07-28,104592.6690243395
2024-07-29,104592.6690243395
2024-07-30,104592.6690243395
2024-07-31,104592.6690243395
2024-08-01,104592.6690243395
2024-08-02,104592.6690243395
2024-08-03,104592.6690243395
2024-08-04,104592.6690243395
2024-08-05,104579.01921797448
2024-08-06,103746.16051549441
2024-08-07,98850.76240267625
2024-08-08,98850.76240267625
2024-08-09,98850.76240267625
2024-08-10,98850.76240267625
2024-08-11,98850.76240267625
2024-08-12,98850.76240267625
2024-08-13,98850.76240267625
2024-08-14,98850.76240267625
2024-08-15,98850.76240267625
2024-08-16,98850.76240267625
2024-08-17,98850.76240267625
2024-08-18,98850.76240267625
2024-08-19,98850.76240267625
2024-08-20,98850.76240267625
2024-08-21,98850.76240267625
2024-08-22,98850.76240267625
2024-08-23,98850.76240267625
2024-08-24,98850.76240267625
2024-08-25,98850.76240267625
2024-08-26,98850.76240267625
2024-08-27,98840.14038214457
2024-08-28,98744.12161216488
2024-08-29,99070.10584723599
2024-08-30,98862.01075642878
2024-08-31,98892.03703049163
2024-09-01,99658.29528081449
2024-09-02,98838.75946268327
2024-09-03,99265.15199692422
2024-09-04,99232.32400178826
2024-09-05,99816.95893870285
2024-09-06,100772.49289006248
2024-09-07,100615.87817765641
2024-09-08,100440.27956160909
2024-09-09,100007.57318441602
2024-09-10,99947.35362978505
2024-09-11,100188.48360438398
2024-09-12,99034.76805241576
2024-09-13,99034.76805241576
2024-09-14,99034.76805241576
2024-09-15,99034.76805241576
2024-09-16,99034.76805241576
2024-09-17,99034.76805241576
2024-09-18,99034.76805241576
2024-09-19,99034.76805241576
2024-09-20,99034.76805241576
2024-09-21,99034.76805241576
2024-09-22,99034.76805241576
2024-09-23,99034.76805241576
2024-09-24,99034.76805241576
2024-09-25,99034.76805241576
2024-09-26,99034.76805241576
2024-09-27,99034.76805241576
2024-09-28,99034.76805241576
2024-09-29,99034.76805241576
2024-09-30,99034.76805241576
2024-10-01,99034.76805241576
2024-10-02,99024.59370846828
2024-10-03,99812.0851171797
2024-10-04,99266.41789233715
2024-10-05,99479.82923768314
2024-10-06,99299.40955089184
