date,equity
2026-01-26,100000.0
2026-01-27,100000.0
2026-01-28,99996.84494681987
2026-01-29,99990.32375716955
2026-01-30,99993.58404101762
2026-02-02,100017.2251416183
2026-02-03,100002.55137648527
2026-02-04,100012.33409389202
2026-02-05,99987.0628513673
2026-02-06,99978.09551589965
2026-02-09,99970.75832235604
2026-02-10,99952.00889143583
2026-02-11,99966.68265656887
2026-02-12,99927.64215638765
2026-02-13,99924.12544953545
2026-02-17,99938.55283287777
2026-02-18,99944.8649420841
2026-02-19,99936.7496679481
2026-02-20,99942.15985070543
2026-02-23,99933.14265012044
2026-02-24,99931.33948519077
2026-02-25,99922.32159663747
2026-02-26,99895.2699948825
2026-02-27,99879.94068509119
2026-03-02,99907.89421329515
2026-03-03,99914.20632250147
2026-03-04,99936.7496679481
2026-03-05,99939.45475932676
2026-03-06,99920.5184317078
2026-03-09,99904.28719546749
2026-03-10,99937.65159439709
2026-03-11,99952.98090418839
2026-03-12,99965.60512260103
2026-03-13,99985.44337666899
2026-03-16,99953.88283063739
2026-03-17,99915.19822970111
2026-03-18,99915.19822970111
2026-03-19,99915.19822970111
2026-03-20,99915.19822970111
2026-03-23,99915.19822970111
2026-03-24,99915.19822970111
2026-03-25,99915.19822970111
2026-03-26,99915.19822970111
