date,equity
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100000.0
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,100444.74240297248
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,101777.90148420571
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,103975.59189839044
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,102371.3397572388
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105595.07691247664
2026-02-01,105937.60033156251
2026-02-01,105937.60033156251
2026-02-01,105937.60033156251
2026-02-01,105937.60033156251
2026-02-01,105937.60033156251
2026-02-01,105937.60033156251
