date,equity
2023-08-18,100000.0
2023-08-21,100000.0
2023-08-22,100000.0
2023-08-23,100000.0
2023-08-24,100000.0
2023-08-25,100000.0
2023-08-28,100000.0
2023-08-29,100000.0
2023-08-30,100000.0
2023-08-31,100000.0
2023-09-01,100000.0
2023-09-05,100000.0
2023-09-06,100000.0
2023-09-07,100000.0
2023-09-08,100000.0
2023-09-11,100000.0
2023-09-12,100000.0
2023-09-13,100000.0
2023-09-14,100000.0
2023-09-15,100000.0
2023-09-18,100000.0
2023-09-19,100000.0
2023-09-20,100000.0
2023-09-21,100000.0
2023-09-22,100000.0
2023-09-25,100000.0
2023-09-26,100000.0
2023-09-27,100000.0
2023-09-28,100000.0
2023-09-29,100000.0
2023-10-02,100000.0
2023-10-03,100000.0
2023-10-04,100000.0
2023-10-05,100000.0
2023-10-06,100000.0
2023-10-09,100000.0
2023-10-10,100000.0
2023-10-11,100000.0
2023-10-12,100000.0
2023-10-13,100000.0
2023-10-16,100000.0
2023-10-17,100000.0
2023-10-18,100000.0
2023-10-19,100000.0
2023-10-20,100000.0
2023-10-23,100000.0
2023-10-24,100000.0
2023-10-25,100000.0
2023-10-26,100000.0
2023-10-27,100000.0
2023-10-30,100000.0
2023-10-31,100000.0
2023-11-01,100000.0
2023-11-02,100000.0
2023-11-03,100000.0
2023-11-06,100000.0
2023-11-07,100000.0
2023-11-08,99995.80200442055
2023-11-09,99719.88241792808
2023-11-10,99785.51287371806
2023-11-13,99758.72523140306
2023-11-14,100025.26919940206
2023-11-15,99856.50243484107
2023-11-16,100003.83953608434
2023-11-17,100060.09437338087
2023-11-20,100133.76010816322
2023-11-21,100128.40438183736
2023-11-22,100171.26596114424
2023-11-24,100027.94762573285
2023-11-27,100228.86113794186
2023-11-28,100252.96810125465
2023-11-29,100407.00464733204
2023-11-30,100263.68405924924
2023-12-01,100494.66172436882
2023-12-04,100444.94413956342
2023-12-05,100712.33398568456
2023-12-06,100881.63350703884
2023-12-07,100807.73236809202
2023-12-08,100702.92682979106
2023-12-11,100671.6180488831
2023-12-12,100667.3924094064
2023-12-13,100950.7360493921
2023-12-14,101267.80886116173
2023-12-15,101267.80886116173
2023-12-18,101267.80886116173
2023-12-19,101267.80886116173
2023-12-20,101267.80886116173
2023-12-21,101267.80886116173
2023-12-22,101267.80886116173
2023-12-26,101267.80886116173
2023-12-27,101267.80886116173
2023-12-28,101267.80886116173
2023-12-29,101267.80886116173
2024-01-02,101267.80886116173
2024-01-03,101267.80886116173
2024-01-04,101267.80886116173
2024-01-05,101267.80886116173
2024-01-08,101267.80886116173
2024-01-09,101267.80886116173
2024-01-10,101267.80886116173
2024-01-11,101267.80886116173
2024-01-12,101267.80886116173
2024-01-16,101267.80886116173
2024-01-17,101263.5520262739
2024-01-18,101150.63245401457
2024-01-19,101189.12720227768
2024-01-22,101260.98413718134
2024-01-23,101164.74458605476
2024-01-24,101094.17105960364
2024-01-25,101172.44718114493
2024-01-26,101149.3458289995
2024-01-29,101287.92928155925
2024-01-30,101393.98007236667
2024-01-31,101393.98007236667
2024-02-01,101393.98007236667
2024-02-02,101393.98007236667
2024-02-05,101391.08929455242
2024-02-06,101310.32510703361
2024-02-07,101350.70683521518
2024-02-08,101398.98870051428
2024-02-09,101415.66782387618
2024-02-12,101406.01218197204
2024-02-13,101547.34749945183
2024-02-14,101506.08619098777
2024-02-15,101506.08619098777
2024-02-16,101506.08619098777
2024-02-20,101506.08619098777
2024-02-21,101506.08619098777
2024-02-22,101506.08619098777
2024-02-23,101506.08619098777
2024-02-26,101506.08619098777
2024-02-27,101506.08619098777
2024-02-28,101506.08619098777
2024-02-29,101502.54683890403
2024-03-01,101439.51927423649
2024-03-04,101480.46151794578
2024-03-05,101336.0915576617
2024-03-06,101275.75566664491
2024-03-07,101285.45249029866
2024-03-08,101303.76732124764
2024-03-11,101309.15782487656
2024-03-12,101395.3468432381
2024-03-13,101444.90888332448
2024-03-14,101601.12972181564
2024-03-15,101604.36348726845
2024-03-18,101634.53098550637
2024-03-19,101606.51664728086
2024-03-20,101609.7486236518
2024-03-21,101588.20360541373
2024-03-22,101492.3132906938
2024-03-25,101542.95235805683
2024-03-26,101514.93801983132
2024-03-27,101414.74138508654
2024-03-28,101423.35939238177
2024-04-01,101613.39208884937
2024-04-02,101668.5217516683
2024-04-03,101670.68385709
2024-04-04,101599.34153450164
2024-04-05,101738.78346881628
2024-04-08,101739.86407425666
2024-04-09,101647.98130289179
