date,equity
2023-08-18,100000.0
2023-08-21,100000.0
2023-08-22,100000.0
2023-08-23,100000.0
2023-08-24,100000.0
2023-08-25,100000.0
2023-08-28,100000.0
2023-08-29,100000.0
2023-08-30,100000.0
2023-08-31,99995.8093882488
2023-09-01,100073.65337736314
2023-09-05,100079.49242163099
2023-09-06,100110.63050057463
2023-09-07,100110.63050057463
2023-09-08,99985.76808023932
2023-09-11,99985.76808023932
2023-09-12,99985.76808023932
2023-09-13,99985.76808023932
2023-09-14,99985.76808023932
2023-09-15,99985.76808023932
2023-09-18,99985.76808023932
2023-09-19,99985.76808023932
2023-09-20,99985.76808023932
2023-09-21,99981.57622851912
2023-09-22,99948.46909648107
2023-09-25,99964.04892332251
2023-09-26,100149.06259136646
2023-09-27,100098.42654198084
2023-09-28,100075.05599564321
2023-09-29,100242.54235849054
2023-10-02,100339.72986001013
2023-10-03,100339.72986001013
2023-10-04,100339.72986001013
2023-10-05,100339.72986001013
2023-10-06,100339.72986001013
2023-10-09,100339.72986001013
2023-10-10,100335.50434062026
2023-10-11,100365.45249731785
2023-10-12,100335.50434062026
2023-10-13,100481.07808597079
2023-10-16,100481.07808597079
2023-10-17,100481.07808597079
2023-10-18,100481.07808597079
2023-10-19,100481.07808597079
2023-10-20,100481.07808597079
2023-10-23,100481.07808597079
2023-10-24,100481.07808597079
2023-10-25,100481.07808597079
2023-10-26,100481.07808597079
2023-10-27,100481.07808597079
2023-10-30,100481.07808597079
2023-10-31,100481.07808597079
2023-11-01,100481.07808597079
2023-11-02,100476.85549974315
2023-11-03,100684.50352284747
2023-11-06,100526.29492057743
2023-11-07,100415.5497993752
2023-11-08,100217.78802337083
2023-11-09,100267.22908127202
2023-11-10,100381.92935614099
2023-11-13,100375.99662564087
2023-11-14,100613.30993831265
2023-11-15,100522.33976691068
2023-11-16,100563.87051747838
2023-11-17,100753.7195305489
2023-11-20,100755.69792591574
2023-11-21,100704.27929118118
2023-11-22,100781.40642474956
2023-11-24,100805.13734675001
2023-11-27,100795.24946258316
2023-11-28,100793.27106721632
2023-11-29,100781.40642474956
2023-11-30,100805.13734675001
2023-12-01,100923.79359381918
2023-12-04,100733.9437622152
2023-12-05,100688.45867651422
2023-12-06,100817.00280775024
2023-12-07,100911.92895135241
2023-12-08,100838.75697145077
2023-12-11,100909.95055598558
2023-12-12,100892.15236448524
2023-12-13,101082.00301462268
2023-12-14,101024.651649388
2023-12-15,100915.8832864857
2023-12-18,100892.15236448524
2023-12-19,100929.72714285275
2023-12-20,100866.55846033548
2023-12-21,101083.13668346134
2023-12-22,101123.24400434642
2023-12-26,101119.23319040457
2023-12-27,101189.41997878662
2023-12-28,101265.62380661492
2023-12-29,101285.67623925727
2024-01-02,101169.36672761082
2024-01-03,101099.1791206953
2024-01-04,101069.09883466485
2024-01-05,101163.35050669803
2024-01-08,101349.84844379347
2024-01-09,101271.63920899424
2024-01-10,101502.2552809166
2024-01-11,101618.5656110965
2024-01-12,101744.90297613105
2024-01-16,101646.64130868948
2024-01-17,101482.20284827425
2024-01-18,101604.52858083347
2024-01-19,101638.61886227231
2024-01-22,101795.0365133373
2024-01-23,101676.72077618647
2024-01-24,101692.76321342042
2024-01-25,101642.62967621417
2024-01-26,101536.34556235543
2024-01-29,101692.76321342042
2024-01-30,101644.6350831851
2024-01-31,101700.78484130412
2024-02-01,101843.16464357263
2024-02-02,101760.94705043192
2024-02-05,101696.77484589574
2024-02-06,101694.7694389248
2024-02-07,101770.97081115273
2024-02-08,101736.88052971389
2024-02-09,101785.00947848267
2024-02-12,101853.19249696072
2024-02-13,101807.06895516286
2024-02-14,101859.20708080658
2024-02-15,101987.55067134551
2024-02-16,101985.54362730766
2024-02-20,102045.70665496892
2024-02-21,102017.63177590941
2024-02-22,102240.22458288114
2024-02-23,102262.28405956134
2024-02-26,102260.27865259041
2024-02-27,102296.37597806708
2024-02-28,102194.10349668366
2024-02-29,102284.34189917461
2024-03-01,102522.05958439992
2024-03-04,102517.74915440996
2024-03-05,102584.58833892335
2024-03-06,102772.79314659996
2024-03-07,102767.51481962686
2024-03-08,102739.3728363989
2024-03-11,102457.1853871938
2024-03-12,102452.87831144806
2024-03-13,102345.74423542689
2024-03-14,102291.2990257481
2024-03-15,102380.87110215492
2024-03-18,102570.55044748765
2024-03-19,102617.96885007116
2024-03-20,102714.5662998236
2024-03-21,102773.36825033643
2024-03-22,102773.36825033643
2024-03-25,102773.36825033643
