direction,entry_date,entry_price,exit_date,exit_price,shares,pnl,return_pct,exit_reason
LONG,2022-12-01,39.64,2022-12-01,39.4,2396.57,-575.18,-0.61,eod
LONG,2022-12-02,39.38,2022-12-02,39.55,2398.21,395.7,0.42,eod
SHORT,2022-12-05,39.29,2022-12-05,39.09,2413.58,494.78,0.52,eod
LONG,2022-12-07,38.77,2022-12-07,38.82,2458.39,135.21,0.14,eod
SHORT,2022-12-09,39.33,2022-12-09,39.03,2426.34,727.9,0.76,eod
LONG,2022-12-13,39.12,2022-12-13,38.59,2456.73,-1314.35,-1.37,eod
SHORT,2022-12-15,38.03,2022-12-15,37.74,2494.63,723.44,0.76,eod
LONG,2022-12-20,37.91,2022-12-20,37.83,2520.66,-201.65,-0.21,eod
LONG,2022-12-21,37.82,2022-12-21,38.18,2521.59,907.77,0.95,eod
SHORT,2022-12-28,38.15,2022-12-28,37.78,2522.39,933.03,0.97,eod
LONG,2022-12-29,38.39,2022-12-29,38.43,2529.7,101.19,0.1,eod
LONG,2022-12-30,38.16,2022-12-30,37.87,2547.47,-738.77,-0.76,eod
LONG,2023-01-05,39.1,2023-01-05,39.25,2468.28,370.24,0.38,eod
SHORT,2023-01-06,39.35,2023-01-06,40.07,2461.53,-1772.3,-1.83,eod
LONG,2023-01-13,41.12,2023-01-13,41.3,2314.63,416.63,0.44,eod
SHORT,2023-01-18,41.27,2023-01-18,40.79,2315.81,1111.59,1.16,eod
LONG,2023-01-20,41.45,2023-01-20,41.73,2331.23,641.09,0.66,eod
SHORT,2023-01-30,41.57,2023-01-30,41.44,2339.15,304.09,0.31,eod
SHORT,2023-01-31,41.05,2023-01-31,41.36,2375.82,-736.5,-0.76,eod
LONG,2023-02-01,41.7,2023-02-01,41.88,2322.29,418.01,0.43,eod
SHORT,2023-02-02,41.56,2023-02-02,41.61,2339.39,-116.97,-0.12,eod
LONG,2023-02-03,41.22,2023-02-03,40.86,2355.99,-848.15,-0.87,eod
SHORT,2023-02-06,40.12,2023-02-06,40.3,2400.5,-420.33,-0.44,eod
SHORT,2023-02-08,40.4,2023-02-08,40.39,2373.98,23.74,0.02,eod
LONG,2023-02-14,40.55,2023-02-14,40.43,2365.75,-283.89,-0.3,eod
SHORT,2023-02-16,39.91,2023-02-16,40.1,2396.93,-467.4,-0.49,eod
SHORT,2023-02-17,39.61,2023-02-17,39.72,2403.87,-264.43,-0.28,eod
LONG,2023-02-21,39.42,2023-02-21,39.19,2408.78,-578.11,-0.61,eod
LONG,2023-02-24,38.34,2023-02-24,38.32,2462.63,-49.25,-0.05,eod
LONG,2023-03-06,39.53,2023-03-06,39.41,2387.19,-291.24,-0.31,eod
LONG,2023-03-21,38.16,2023-03-21,38.09,2465.77,-172.6,-0.18,eod
SHORT,2023-04-10,39.24,2023-04-10,39.43,2393.72,-454.81,-0.48,eod
SHORT,2023-04-19,39.32,2023-04-19,39.42,2377.86,-237.79,-0.25,eod
LONG,2023-04-27,38.67,2023-04-27,38.93,2411.99,627.12,0.67,eod
LONG,2023-05-05,39.08,2023-05-05,39.39,2401.93,744.6,0.79,eod
