timestamp,group,symbol,side,qty,price,reason,pnl_pct
2026-03-21 02:01:48,crypto,OP/USD,SHORT,1850.867345,0.12,entry (SHORT),+0.0000
2026-03-21 02:29:35,crypto_intraday,LINK/USD,LONG,65.047578,9.13,"signal_reversal_post_horizon (E[r]=-0.0036, bars=12, PnL=+0.21%)",+0.0021
2026-03-21 02:30:58,crypto_intraday,FET/USD,LONG,13123.445037,0.23,entry (LONG),+0.0000
2026-03-21 04:03:25,crypto_intraday,FET/USD,SHORT,11230.823258,0.22,"profit_lock_trail (0.78% from peak, PnL=+2.08%, trail=0.40%)",+0.0208
2026-03-21 04:04:45,crypto_intraday,FET/USD,LONG,13358.23265,0.22,entry (LONG),+0.0000
2026-03-21 04:58:52,crypto_intraday,BCH/USD,SHORT,2.09001,467.33,"profit_lock+signal_decay (armed, E[r]=+0.0028, PnL=+0.85%)",+0.0085
2026-03-21 05:00:05,crypto_intraday,OP/USD,LONG,24699.781168,0.12,entry (LONG),+0.0000
2026-03-21 08:54:28,crypto,XTZ/USD,LONG,24289.15793,0.40,entry (LONG),+0.0000
2026-03-21 08:54:32,crypto,XTZ/USD,LONG,24293.23877,0.40,entry (LONG),+0.0000
2026-03-21 08:54:40,crypto,QNT/USD,SHORT,11.58963,78.23,entry (SHORT),+0.0000
2026-03-21 08:54:45,crypto,QNT/USD,SHORT,11.58963,78.23,entry (SHORT),+0.0000
2026-03-21 08:54:48,crypto,EGLD/USD,SHORT,191.164421,4.12,"profit_lock+signal_decay (armed, E[r]=+0.0716, PnL=+5.07%)",+0.0507
2026-03-21 08:54:53,crypto,EGLD/USD,SHORT,191.164421,4.12,"profit_lock+signal_decay (armed, E[r]=+0.0716, PnL=+5.07%)",+0.0507
2026-03-21 08:55:44,crypto,QNT/USD,SHORT,11.584233,78.26,entry (SHORT),+0.0000
2026-03-21 08:55:52,crypto,EGLD/USD,SHORT,191.164421,4.12,"profit_lock+signal_decay (armed, E[r]=+0.0716, PnL=+5.07%)",+0.0507
2026-03-21 09:05:51,crypto,EGLD/USD,LONG,2249.379928,4.13,entry (LONG),+0.0000
2026-03-21 09:05:53,crypto,EGLD/USD,LONG,2249.380059,4.13,entry (LONG),+0.0000
2026-03-21 09:06:43,crypto,EGLD/USD,LONG,2249.374261,4.13,entry (LONG),+0.0000
2026-03-21 09:07:05,crypto_intraday,ETHFI/USD,SHORT,1700.649411,0.59,entry (SHORT),+0.0000
2026-03-21 09:07:07,crypto_intraday,ETHFI/USD,SHORT,1700.649411,0.59,entry (SHORT),+0.0000
2026-03-21 09:07:13,crypto_intraday,CVX/USD,LONG,613.163324,1.85,entry (LONG),+0.0000
2026-03-21 09:07:14,crypto_intraday,CVX/USD,LONG,612.996721,1.85,entry (LONG),+0.0000
2026-03-21 09:08:57,crypto_intraday,XLM/USD,SHORT,6772.13425,0.17,entry (SHORT),+0.0000
2026-03-21 09:10:09,crypto_intraday,FIL/USD,SHORT,3098.71262,0.97,entry (SHORT),+0.0000
2026-03-21 09:20:46,crypto_intraday,FIL/USD,SHORT,3098.71262,0.97,"profit_lock_trail (0.62% from peak, PnL=+0.16%, trail=0.40%)",+0.0016
2026-03-21 09:22:05,crypto_intraday,FIL/USD,SHORT,3112.827935,0.97,entry (SHORT),+0.0000
2026-03-21 10:21:12,crypto,XTZ/USD,SHORT,1909.872164,0.39,entry (SHORT),+0.0000
2026-03-21 10:23:54,crypto_intraday,VET/USD,SHORT,414550.486601,0.01,"max_hold_expired (48 bars = 4.0h, PnL=+0.85%)",+0.0085
2026-03-21 10:38:08,crypto_intraday,BERA/USD,SHORT,3390.887323,0.55,entry (SHORT),+0.0000
