timestamp,group,symbol,side,qty,price,reason,pnl_pct
2026-03-20 00:00:14,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:00:18,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:00:20,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:00:22,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:00:24,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:00:29,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:00:34,swing,XLU,LONG,59,46.54,entry (LONG),+0.0000
2026-03-20 00:00:37,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:00:41,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:00:44,swing,XLI,LONG,23,164.06,entry (LONG),+0.0000
2026-03-20 00:00:47,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:00:49,swing,EEM,LONG,66,57.62,entry (LONG),+0.0000
2026-03-20 00:00:55,swing,VTV,LONG,19,196.47,entry (LONG),+0.0000
2026-03-20 00:00:57,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:00:59,swing,IEF,LONG,39,95.74,entry (LONG),+0.0000
2026-03-20 00:01:01,swing,EWU,LONG,84,45.11,entry (LONG),+0.0000
2026-03-20 00:01:10,swing,GLD,LONG,17,426.41,entry (LONG),+0.0000
2026-03-20 00:01:16,swing,EWC,LONG,69,54.10,entry (LONG),+0.0000
2026-03-20 00:01:19,swing,LQD,LONG,24,109.19,entry (LONG),+0.0000
2026-03-20 00:01:21,swing,XLB,LONG,78,47.74,entry (LONG),+0.0000
2026-03-20 00:01:25,swing,EMB,LONG,33,94.63,entry (LONG),+0.0000
2026-03-20 00:01:27,swing,XLP,LONG,45,81.97,entry (LONG),+0.0000
2026-03-20 00:01:29,swing,USMV,LONG,15,93.28,entry (LONG),+0.0000
2026-03-20 00:01:34,swing,URNM,LONG,60,60.90,entry (LONG),+0.0000
2026-03-20 00:01:36,swing,EWW,SHORT,51,72.18,entry (SHORT),+0.0000
2026-03-20 00:01:37,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:01:39,swing,SPY,LONG,5,659.80,entry (LONG),+0.0000
2026-03-20 00:01:39,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:01:41,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:01:42,swing,IWM,LONG,14,247.63,entry (LONG),+0.0000
2026-03-20 00:01:43,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:01:46,swing,VGK,LONG,44,82.03,entry (LONG),+0.0000
2026-03-20 00:01:46,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:01:48,swing,GLD,SHORT,3,426.41,entry (SHORT),+0.0000
2026-03-20 00:01:48,swing,XLV,SHORT,18,146.61,entry (SHORT),+0.0000
2026-03-20 00:01:48,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:01:50,swing,MCHI,SHORT,46,56.81,entry (SHORT),+0.0000
2026-03-20 00:01:52,swing,XLY,SHORT,31,109.70,entry (SHORT),+0.0000
2026-03-20 00:01:53,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:01:54,swing,CIBR,LONG,52,65.23,entry (LONG),+0.0000
2026-03-20 00:01:55,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:01:56,swing,XLF,LONG,68,48.99,entry (LONG),+0.0000
2026-03-20 00:01:57,swing,XLI,SHORT,23,164.06,entry (SHORT),+0.0000
2026-03-20 00:01:58,swing,ARKK,SHORT,47,71.07,entry (SHORT),+0.0000
2026-03-20 00:01:59,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:02:00,swing,INDA,LONG,69,47.52,entry (LONG),+0.0000
2026-03-20 00:02:00,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:02:01,swing,EEM,LONG,66,57.62,entry (LONG),+0.0000
2026-03-20 00:02:02,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:02:03,swing,VTV,LONG,19,196.47,entry (LONG),+0.0000
2026-03-20 00:02:03,swing,IGV,LONG,9,84.46,entry (LONG),+0.0000
2026-03-20 00:02:04,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:02:05,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:02:07,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:02:07,swing,QQQ,LONG,2,593.02,entry (LONG),+0.0000
2026-03-20 00:02:07,swing,IEF,LONG,39,95.74,entry (LONG),+0.0000
2026-03-20 00:02:08,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:02:10,swing,EWU,LONG,84,45.11,entry (LONG),+0.0000
2026-03-20 00:02:10,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:02:12,swing,GLD,LONG,17,426.41,entry (LONG),+0.0000
2026-03-20 00:02:14,swing,EWC,LONG,69,54.10,entry (LONG),+0.0000
2026-03-20 00:02:16,swing,LQD,LONG,16,109.19,entry (LONG),+0.0000
2026-03-20 00:02:16,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:02:17,swing,XLB,LONG,78,47.74,entry (LONG),+0.0000
2026-03-20 00:02:18,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:02:20,swing,XLI,LONG,23,164.06,entry (LONG),+0.0000
2026-03-20 00:02:21,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:02:23,swing,USMV,LONG,15,93.28,entry (LONG),+0.0000
2026-03-20 00:02:25,swing,VTV,SHORT,15,196.47,entry (SHORT),+0.0000
2026-03-20 00:02:28,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:02:28,swing,URNM,LONG,60,60.90,entry (LONG),+0.0000
2026-03-20 00:02:30,swing,IEF,LONG,39,95.74,entry (LONG),+0.0000
2026-03-20 00:02:30,swing,EWW,SHORT,51,72.18,entry (SHORT),+0.0000
2026-03-20 00:02:31,swing,EWU,LONG,84,45.11,entry (LONG),+0.0000
2026-03-20 00:02:32,swing,SPY,LONG,5,659.80,entry (LONG),+0.0000
2026-03-20 00:02:33,swing,GLD,LONG,17,426.41,entry (LONG),+0.0000
2026-03-20 00:02:34,swing,IWM,LONG,14,247.63,entry (LONG),+0.0000
2026-03-20 00:02:35,swing,EWC,LONG,69,54.10,entry (LONG),+0.0000
2026-03-20 00:02:37,swing,LQD,LONG,24,109.19,entry (LONG),+0.0000
2026-03-20 00:02:37,swing,VGK,LONG,44,82.03,entry (LONG),+0.0000
2026-03-20 00:02:39,swing,XLB,LONG,78,47.74,entry (LONG),+0.0000
2026-03-20 00:02:39,swing,XLV,SHORT,18,146.61,entry (SHORT),+0.0000
2026-03-20 00:02:42,swing,MCHI,SHORT,46,56.81,entry (SHORT),+0.0000
2026-03-20 00:02:44,swing,XLY,SHORT,31,109.70,entry (SHORT),+0.0000
2026-03-20 00:02:44,swing,USMV,LONG,15,93.28,entry (LONG),+0.0000
2026-03-20 00:02:46,swing,CIBR,LONG,52,65.23,entry (LONG),+0.0000
2026-03-20 00:02:48,swing,XLF,LONG,68,48.99,entry (LONG),+0.0000
2026-03-20 00:02:48,swing,URNM,LONG,60,60.90,entry (LONG),+0.0000
2026-03-20 00:02:50,swing,ARKK,SHORT,47,71.07,entry (SHORT),+0.0000
2026-03-20 00:02:50,swing,EWW,SHORT,51,72.18,entry (SHORT),+0.0000
2026-03-20 00:02:52,swing,SPY,LONG,5,659.80,entry (LONG),+0.0000
2026-03-20 00:02:54,swing,IWM,LONG,14,247.63,entry (LONG),+0.0000
2026-03-20 00:02:54,swing,IGV,LONG,9,84.46,entry (LONG),+0.0000
2026-03-20 00:02:56,swing,VGK,LONG,44,82.03,entry (LONG),+0.0000
2026-03-20 00:02:57,swing,QQQ,LONG,2,593.02,entry (LONG),+0.0000
2026-03-20 00:02:58,swing,XLV,SHORT,18,146.61,entry (SHORT),+0.0000
2026-03-20 00:03:00,swing,MCHI,SHORT,46,56.81,entry (SHORT),+0.0000
2026-03-20 00:03:02,swing,XLY,SHORT,31,109.70,entry (SHORT),+0.0000
2026-03-20 00:03:05,swing,CIBR,LONG,52,65.23,entry (LONG),+0.0000
2026-03-20 00:03:08,swing,XLF,LONG,68,48.99,entry (LONG),+0.0000
2026-03-20 00:03:09,swing,ARKK,SHORT,47,71.07,entry (SHORT),+0.0000
2026-03-20 00:03:11,swing,INDA,LONG,69,47.52,entry (LONG),+0.0000
2026-03-20 00:03:14,swing,IGV,LONG,9,84.46,entry (LONG),+0.0000
2026-03-20 00:03:17,swing,QQQ,LONG,2,593.02,entry (LONG),+0.0000
2026-03-20 00:07:08,swing,GLD,SHORT,3,426.41,entry (SHORT),+0.0000
2026-03-20 00:07:16,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:07:18,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:07:19,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:07:21,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:07:23,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:07:25,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:07:28,swing,XLU,LONG,59,46.54,entry (LONG),+0.0000
2026-03-20 00:07:30,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:07:32,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:07:34,swing,XLI,LONG,23,164.06,entry (LONG),+0.0000
2026-03-20 00:07:36,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:07:38,swing,EEM,LONG,66,57.62,entry (LONG),+0.0000
2026-03-20 00:07:40,swing,VTV,LONG,19,196.47,entry (LONG),+0.0000
2026-03-20 00:07:41,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:07:43,swing,IEF,LONG,39,95.74,entry (LONG),+0.0000
2026-03-20 00:07:45,swing,EWU,LONG,84,45.11,entry (LONG),+0.0000
2026-03-20 00:07:47,swing,GLD,LONG,17,426.41,entry (LONG),+0.0000
2026-03-20 00:07:48,swing,EWC,LONG,69,54.10,entry (LONG),+0.0000
2026-03-20 00:07:52,swing,LQD,LONG,24,109.19,entry (LONG),+0.0000
2026-03-20 00:07:54,swing,XLB,LONG,78,47.74,entry (LONG),+0.0000
2026-03-20 00:07:57,swing,EMB,LONG,33,94.63,entry (LONG),+0.0000
2026-03-20 00:07:59,swing,XLP,LONG,45,81.97,entry (LONG),+0.0000
2026-03-20 00:08:00,swing,USMV,LONG,15,93.28,entry (LONG),+0.0000
2026-03-20 00:08:06,swing,URNM,LONG,60,60.90,entry (LONG),+0.0000
2026-03-20 00:08:08,swing,EWW,SHORT,51,72.18,entry (SHORT),+0.0000
2026-03-20 00:08:10,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:08:10,swing,SPY,LONG,5,659.80,entry (LONG),+0.0000
2026-03-20 00:08:12,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:08:12,swing,IWM,LONG,14,247.63,entry (LONG),+0.0000
2026-03-20 00:08:13,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:08:14,swing,VGK,LONG,44,82.03,entry (LONG),+0.0000
2026-03-20 00:08:15,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:08:16,swing,XLV,SHORT,18,146.61,entry (SHORT),+0.0000
2026-03-20 00:08:17,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:08:17,swing,MCHI,SHORT,46,56.81,entry (SHORT),+0.0000
2026-03-20 00:08:19,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:08:19,swing,XLY,SHORT,31,109.70,entry (SHORT),+0.0000
2026-03-20 00:08:21,swing,CIBR,LONG,52,65.23,entry (LONG),+0.0000
2026-03-20 00:08:23,swing,XLF,LONG,68,48.99,entry (LONG),+0.0000
2026-03-20 00:08:23,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:08:25,swing,ARKK,SHORT,47,71.07,entry (SHORT),+0.0000
2026-03-20 00:08:25,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:08:26,swing,INDA,LONG,69,47.52,entry (LONG),+0.0000
2026-03-20 00:08:26,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:08:27,swing,XLI,SHORT,23,164.06,entry (SHORT),+0.0000
2026-03-20 00:08:28,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:08:29,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:08:30,swing,IGV,LONG,9,84.46,entry (LONG),+0.0000
2026-03-20 00:08:30,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:08:31,swing,EEM,LONG,66,57.62,entry (LONG),+0.0000
2026-03-20 00:08:32,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:08:33,swing,QQQ,LONG,2,593.02,entry (LONG),+0.0000
2026-03-20 00:08:33,swing,VTV,LONG,19,196.47,entry (LONG),+0.0000
2026-03-20 00:08:34,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:08:35,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:08:36,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:08:37,swing,IEF,LONG,39,95.74,entry (LONG),+0.0000
2026-03-20 00:08:39,swing,EWU,LONG,84,45.11,entry (LONG),+0.0000
2026-03-20 00:08:41,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:08:41,swing,GLD,LONG,17,426.41,entry (LONG),+0.0000
2026-03-20 00:08:43,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:08:43,swing,EWC,LONG,69,54.10,entry (LONG),+0.0000
2026-03-20 00:08:45,swing,LQD,LONG,16,109.19,entry (LONG),+0.0000
2026-03-20 00:08:45,swing,XLI,LONG,23,164.06,entry (LONG),+0.0000
2026-03-20 00:08:47,swing,XLB,LONG,78,47.74,entry (LONG),+0.0000
2026-03-20 00:08:48,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:08:51,swing,VTV,SHORT,15,196.47,entry (SHORT),+0.0000
2026-03-20 00:08:53,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:08:55,swing,IEF,LONG,39,95.74,entry (LONG),+0.0000
2026-03-20 00:08:56,swing,USMV,LONG,15,93.28,entry (LONG),+0.0000
2026-03-20 00:08:57,swing,EWU,LONG,84,45.11,entry (LONG),+0.0000
2026-03-20 00:08:58,swing,GLD,LONG,17,426.41,entry (LONG),+0.0000
2026-03-20 00:09:00,swing,URNM,LONG,60,60.90,entry (LONG),+0.0000
2026-03-20 00:09:00,swing,EWC,LONG,69,54.10,entry (LONG),+0.0000
2026-03-20 00:09:02,swing,EWW,SHORT,51,72.18,entry (SHORT),+0.0000
2026-03-20 00:09:02,swing,LQD,LONG,24,109.19,entry (LONG),+0.0000
2026-03-20 00:09:04,swing,SPY,LONG,5,659.80,entry (LONG),+0.0000
2026-03-20 00:09:04,swing,XLB,LONG,78,47.74,entry (LONG),+0.0000
2026-03-20 00:09:06,swing,IWM,LONG,14,247.63,entry (LONG),+0.0000
2026-03-20 00:09:09,swing,VGK,LONG,44,82.03,entry (LONG),+0.0000
2026-03-20 00:09:11,swing,XLV,SHORT,18,146.61,entry (SHORT),+0.0000
2026-03-20 00:09:12,swing,USMV,LONG,15,93.28,entry (LONG),+0.0000
2026-03-20 00:09:13,swing,MCHI,SHORT,46,56.81,entry (SHORT),+0.0000
2026-03-20 00:09:15,swing,XLY,SHORT,31,109.70,entry (SHORT),+0.0000
2026-03-20 00:09:17,swing,URNM,LONG,60,60.90,entry (LONG),+0.0000
2026-03-20 00:09:17,swing,CIBR,LONG,52,65.23,entry (LONG),+0.0000
2026-03-20 00:09:19,swing,XLF,LONG,68,48.99,entry (LONG),+0.0000
2026-03-20 00:09:20,swing,EWW,SHORT,51,72.18,entry (SHORT),+0.0000
2026-03-20 00:09:21,swing,ARKK,SHORT,47,71.07,entry (SHORT),+0.0000
2026-03-20 00:09:22,swing,SPY,LONG,5,659.80,entry (LONG),+0.0000
2026-03-20 00:09:23,swing,IWM,LONG,14,247.63,entry (LONG),+0.0000
2026-03-20 00:09:28,swing,VGK,LONG,44,82.03,entry (LONG),+0.0000
2026-03-20 00:09:28,swing,IGV,LONG,9,84.46,entry (LONG),+0.0000
2026-03-20 00:09:30,swing,XLV,SHORT,18,146.61,entry (SHORT),+0.0000
2026-03-20 00:09:31,swing,QQQ,LONG,2,593.02,entry (LONG),+0.0000
2026-03-20 00:09:32,swing,MCHI,SHORT,46,56.81,entry (SHORT),+0.0000
2026-03-20 00:09:34,swing,XLY,SHORT,31,109.70,entry (SHORT),+0.0000
2026-03-20 00:09:36,swing,CIBR,LONG,52,65.23,entry (LONG),+0.0000
2026-03-20 00:09:38,swing,XLF,LONG,68,48.99,entry (LONG),+0.0000
2026-03-20 00:09:41,swing,ARKK,SHORT,47,71.07,entry (SHORT),+0.0000
2026-03-20 00:09:43,swing,INDA,LONG,69,47.52,entry (LONG),+0.0000
2026-03-20 00:09:46,swing,IGV,LONG,9,84.46,entry (LONG),+0.0000
2026-03-20 00:09:51,swing,QQQ,LONG,2,593.02,entry (LONG),+0.0000
2026-03-20 00:12:31,swing,GLD,SHORT,3,426.41,entry (SHORT),+0.0000
2026-03-20 00:13:42,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:13:44,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:13:46,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:13:49,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:13:52,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:13:54,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:13:58,swing,XLU,LONG,59,46.54,entry (LONG),+0.0000
2026-03-20 00:14:00,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:14:03,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:14:05,swing,XLI,LONG,23,164.06,entry (LONG),+0.0000
2026-03-20 00:14:07,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:14:09,swing,EEM,LONG,66,57.62,entry (LONG),+0.0000
2026-03-20 00:14:12,swing,VTV,LONG,19,196.47,entry (LONG),+0.0000
2026-03-20 00:14:14,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:14:17,swing,IEF,LONG,39,95.74,entry (LONG),+0.0000
2026-03-20 00:14:19,swing,EWU,LONG,84,45.11,entry (LONG),+0.0000
2026-03-20 00:14:21,swing,GLD,LONG,17,426.41,entry (LONG),+0.0000
2026-03-20 00:14:24,swing,EWC,LONG,69,54.10,entry (LONG),+0.0000
2026-03-20 00:14:26,swing,LQD,LONG,24,109.19,entry (LONG),+0.0000
2026-03-20 00:14:29,swing,XLB,LONG,78,47.74,entry (LONG),+0.0000
2026-03-20 00:14:32,swing,EMB,LONG,33,94.63,entry (LONG),+0.0000
2026-03-20 00:14:35,swing,XLP,LONG,45,81.97,entry (LONG),+0.0000
2026-03-20 00:14:38,swing,USMV,LONG,15,93.28,entry (LONG),+0.0000
2026-03-20 00:14:44,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:14:47,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:14:48,swing,URNM,LONG,60,60.90,entry (LONG),+0.0000
2026-03-20 00:14:50,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:14:50,swing,EWW,SHORT,51,72.18,entry (SHORT),+0.0000
2026-03-20 00:14:52,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:14:52,swing,SPY,LONG,5,659.80,entry (LONG),+0.0000
2026-03-20 00:14:54,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:14:54,swing,IWM,LONG,14,247.63,entry (LONG),+0.0000
2026-03-20 00:14:56,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:14:56,swing,VGK,LONG,44,82.03,entry (LONG),+0.0000
2026-03-20 00:14:59,swing,XLV,SHORT,18,146.61,entry (SHORT),+0.0000
2026-03-20 00:15:01,swing,USO,LONG,49,117.36,entry (LONG),+0.0000
2026-03-20 00:15:01,swing,MCHI,SHORT,46,56.81,entry (SHORT),+0.0000
2026-03-20 00:15:02,swing,EWH,LONG,171,22.83,entry (LONG),+0.0000
2026-03-20 00:15:05,swing,EWA,LONG,137,28.26,entry (LONG),+0.0000
2026-03-20 00:15:05,swing,EWY,SHORT,35,134.82,entry (SHORT),+0.0000
2026-03-20 00:15:05,swing,XLY,SHORT,31,109.70,entry (SHORT),+0.0000
2026-03-20 00:15:07,swing,PDBC,SHORT,276,17.22,entry (SHORT),+0.0000
2026-03-20 00:15:08,swing,XLI,SHORT,23,164.06,entry (SHORT),+0.0000
2026-03-20 00:15:08,swing,CIBR,LONG,52,65.23,entry (LONG),+0.0000
2026-03-20 00:15:10,swing,XLE,SHORT,79,59.36,entry (SHORT),+0.0000
2026-03-20 00:15:11,swing,XLF,LONG,68,48.99,entry (LONG),+0.0000
2026-03-20 00:15:11,swing,XLRE,LONG,55,41.92,entry (LONG),+0.0000
2026-03-20 00:15:13,swing,EWT,SHORT,57,72.14,entry (SHORT),+0.0000
2026-03-20 00:15:14,swing,EEM,LONG,66,57.62,entry (LONG),+0.0000
2026-03-20 00:15:14,swing,ARKK,SHORT,47,71.07,entry (SHORT),+0.0000
2026-03-20 00:15:16,swing,EWZ,SHORT,111,36.50,entry (SHORT),+0.0000
2026-03-20 00:15:17,swing,INDA,LONG,69,47.52,entry (LONG),+0.0000
2026-03-20 00:15:17,swing,VTV,LONG,19,196.47,entry (LONG),+0.0000
2026-03-20 00:15:20,swing,HYG,LONG,47,79.66,entry (LONG),+0.0000
2026-03-20 00:15:22,swing,IGV,LONG,9,84.46,entry (LONG),+0.0000
