symbol,group,tier,variant,direction,entry_date,entry_price,exit_date,exit_price,shares,pnl,return_pct,mfe_pct,mae_pct,exit_reason,exit_layer
XLE,,,base,LONG,2026-01-26,49.365,2026-01-26,49.0128,880.9353,-310.27,-0.7135,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-01-26,49.05,2026-01-26,49.0975,248.681,11.81,0.0968,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-01-26,49.1397,2026-01-27,49.4577,222.578,70.78,0.6471,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-01-27,49.5146,2026-01-28,49.9175,467.0762,188.19,0.8137,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-01-28,49.885,2026-01-28,49.7976,716.8907,-62.66,-0.1752,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-01-28,49.915,2026-01-29,50.9222,579.2532,583.42,2.0178,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-01-29,50.595,2026-01-30,50.2924,992.9961,-300.48,-0.5981,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-01-30,50.255,2026-01-30,50.6573,298.0888,119.92,0.8005,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-01-30,50.59,2026-01-30,50.1125,342.3942,-163.49,-0.9439,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-01-30,50.27,2026-02-02,50.2824,266.9273,3.31,0.0247,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-02,50.29,2026-02-03,51.2171,859.6775,797.01,1.8435,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-03,51.1,2026-02-04,52.4766,987.6472,1359.6,2.6939,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-04,52.555,2026-02-05,51.595,973.2389,-934.31,-1.8267,0.0,0.0,disaster_stop,
XLE,,,base,LONG,2026-02-05,51.73,2026-02-05,51.9068,979.7296,173.22,0.3418,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-05,51.99,2026-02-06,53.3163,429.2014,569.25,2.5511,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-06,53.2966,2026-02-09,53.5363,957.8969,229.61,0.4497,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-09,53.6,2026-02-10,53.4863,936.9096,-106.53,-0.2121,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-10,53.49,2026-02-11,54.8108,397.7913,525.4,2.4692,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-11,54.82,2026-02-12,53.961,864.8617,-742.92,-1.5669,0.0,0.0,disaster_stop,
XLE,,,base,LONG,2026-02-12,53.86,2026-02-12,54.0311,815.4244,139.52,0.3177,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-12,54.195,2026-02-13,54.271,261.8894,19.9,0.1402,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-13,54.365,2026-02-17,53.4413,939.6697,-867.97,-1.6991,0.0,0.0,disaster_stop,
XLE,,,base,LONG,2026-02-17,53.33,2026-02-17,53.5478,821.6555,178.96,0.4084,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-17,53.605,2026-02-17,53.4163,594.067,-112.1,-0.352,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-17,53.535,2026-02-18,54.6459,209.2302,232.43,2.0751,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-18,54.63,2026-02-19,55.0007,929.9066,344.72,0.6786,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-19,55.105,2026-02-20,54.9308,493.413,-85.95,-0.3161,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-20,54.735,2026-02-20,54.6259,429.6473,-46.87,-0.1993,0.0,0.0,signal_decay,
XLE,,,base,SHORT,2026-02-20,54.615,2026-02-20,54.8192,294.2132,-60.08,-0.3739,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-02-20,54.82,2026-02-23,55.0307,434.0955,91.46,0.3843,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-23,55.135,2026-02-24,54.9758,210.403,-33.5,-0.2887,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-02-24,54.9717,2026-02-25,54.4409,250.5674,-133.0,-0.9656,0.0,0.0,signal_decay,
XLE,,,base,SHORT,2026-02-25,54.4899,2026-02-25,54.7091,213.1187,-46.72,-0.4023,0.0,0.0,signal_decay,
XLE,,,base,SHORT,2026-02-25,54.684,2026-02-25,54.8592,186.2306,-32.63,-0.3204,0.0,0.0,signal_decay,
XLE,,,base,LONG,2026-03-04,56.025,2026-03-05,56.3903,278.022,101.56,0.652,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-03-11,56.91,2026-03-12,57.6248,600.1466,428.98,1.256,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-03-18,58.43,2026-03-19,59.3592,293.2086,272.45,1.5903,0.0,0.0,max_hold,
XLE,,,base,LONG,2026-03-26,60.96,2026-03-26,61.5085,407.2632,223.38,0.8998,0.0,0.0,end_of_backtest,
