direction,entry_date,entry_price,exit_date,exit_price,shares,pnl,return_pct,exit_reason
SHORT,2026-02-01,2.63,2026-02-01,2.69,5940.62,-352.87,-2.26,disaster_stop
SHORT,2026-02-01,2.68,2026-02-01,2.62,17122.3,1178.01,2.56,signal_decay
LONG,2026-02-01,2.61,2026-02-01,2.69,19315.16,1487.27,2.95,signal_decay
SHORT,2026-02-01,2.69,2026-02-01,2.62,10452.1,750.46,2.67,signal_decay
LONG,2026-02-01,2.61,2026-02-01,2.65,19743.84,823.32,1.6,signal_decay
LONG,2026-02-01,2.64,2026-02-01,2.56,14697.72,-1103.8,-2.85,disaster_stop
LONG,2026-02-01,2.57,2026-02-01,2.63,15601.17,1009.4,2.52,signal_decay
SHORT,2026-02-01,2.64,2026-02-01,2.52,11411.2,1357.93,4.51,signal_decay
LONG,2026-02-01,2.51,2026-02-01,2.54,20166.52,643.31,1.27,signal_decay
LONG,2026-02-01,2.55,2026-02-01,2.55,7887.24,38.65,0.19,signal_decay
SHORT,2026-02-01,2.56,2026-02-01,2.52,8215.27,369.69,1.76,signal_decay
LONG,2026-02-01,2.49,2026-02-01,2.56,21291.37,1381.81,2.6,signal_decay
LONG,2026-02-01,2.51,2026-02-01,2.58,21465.12,1588.42,2.95,signal_decay
SHORT,2026-02-01,2.58,2026-02-02,2.61,21157.29,-617.79,-1.13,signal_decay
SHORT,2026-02-02,2.6,2026-02-02,2.51,15522.14,1521.17,3.76,signal_decay
LONG,2026-02-02,2.5,2026-02-02,2.48,22006.19,-440.12,-0.8,signal_decay
LONG,2026-02-02,2.49,2026-02-02,2.55,7775.13,527.93,2.73,signal_decay
SHORT,2026-02-02,2.56,2026-02-02,2.45,18800.93,1957.18,4.07,signal_decay
SHORT,2026-02-02,2.56,2026-02-02,2.5,7618.81,441.89,2.27,signal_decay
LONG,2026-02-02,2.5,2026-02-02,2.58,6831.72,572.5,3.36,signal_decay
SHORT,2026-02-02,2.59,2026-02-02,2.65,19083.59,-1169.82,-2.37,disaster_stop
SHORT,2026-02-02,2.64,2026-02-02,2.63,21189.35,247.92,0.44,signal_decay
SHORT,2026-02-02,2.63,2026-02-02,2.64,6689.06,-35.45,-0.2,signal_decay
SHORT,2026-02-02,2.72,2026-02-02,2.72,8408.85,-45.41,-0.2,signal_decay
SHORT,2026-02-02,2.74,2026-02-02,2.7,6544.45,304.97,1.7,signal_decay
LONG,2026-02-02,2.69,2026-02-02,2.69,17931.36,-96.83,-0.2,signal_decay
SHORT,2026-02-02,2.69,2026-02-03,2.71,11505.28,-223.2,-0.72,signal_decay
LONG,2026-02-03,2.71,2026-02-03,2.61,12447.19,-1160.08,-3.44,disaster_stop
LONG,2026-02-03,2.62,2026-02-03,2.65,16119.36,527.1,1.25,signal_decay
LONG,2026-02-03,2.61,2026-02-03,2.69,18098.14,1513.0,3.21,signal_decay
SHORT,2026-02-03,2.69,2026-02-03,2.61,8888.69,789.32,3.29,signal_decay
LONG,2026-02-03,2.6,2026-02-03,2.53,11598.75,-801.47,-2.66,disaster_stop
LONG,2026-02-03,2.54,2026-02-03,2.65,22267.32,2598.6,4.6,signal_decay
SHORT,2026-02-03,2.66,2026-02-03,2.66,10219.37,-54.16,-0.2,signal_decay
SHORT,2026-02-03,2.7,2026-02-03,2.71,21370.48,-115.4,-0.2,signal_decay
SHORT,2026-02-03,2.64,2026-02-03,2.64,8184.48,-27.01,-0.13,signal_decay
LONG,2026-02-03,2.63,2026-02-04,2.7,10189.93,678.65,2.53,signal_decay
SHORT,2026-02-04,2.71,2026-02-04,2.71,6832.84,0.0,0.0,signal_decay
SHORT,2026-02-04,2.68,2026-02-04,2.63,11573.21,586.76,1.89,signal_decay
