direction,entry_date,entry_price,exit_date,exit_price,shares,pnl,return_pct,exit_reason
LONG,2025-01-03,3608.61,2025-01-13,3132.36,8.31,-3959.28,-13.2,disaster_stop
SHORT,2025-04-27,1791.07,2025-05-08,2208.72,16.09,-6718.54,-23.32,disaster_stop
LONG,2025-05-31,2531.62,2025-06-13,2576.91,10.58,479.39,1.79,profit_lock_trail
LONG,2025-06-14,2535.98,2025-08-01,3484.88,10.62,10080.46,37.42,profit_lock_trail
LONG,2025-08-02,3396.13,2025-08-18,4308.19,3.46,3155.68,26.86,profit_lock_trail
LONG,2025-08-19,4077.54,2025-08-25,4368.61,7.58,2206.62,7.14,profit_lock_trail
LONG,2025-08-26,4605.03,2025-09-11,4456.77,6.86,-1016.48,-3.22,signal_decay
LONG,2025-09-12,4719.96,2025-09-15,4522.29,2.81,-556.03,-4.19,signal_decay
LONG,2025-09-16,4508.07,2025-09-17,4588.14,4.03,322.32,1.78,signal_decay
LONG,2025-09-18,4594.51,2025-09-23,4161.34,6.27,-2717.98,-9.43,disaster_stop
LONG,2025-10-02,4492.41,2025-10-10,3839.17,6.76,-4418.0,-14.54,disaster_stop
SHORT,2025-10-16,3890.86,2025-10-17,3836.39,2.56,139.61,1.4,signal_decay
LONG,2026-01-02,3127.55,2026-01-08,3101.28,9.3,-244.41,-0.84,profit_lock_trail
LONG,2026-01-09,3086.13,2026-01-19,3183.43,9.41,915.18,3.15,profit_lock_trail
SHORT,2026-02-25,2052.57,2026-02-27,1932.69,11.77,1411.06,5.84,signal_decay
SHORT,2026-03-02,2025.24,2026-03-06,1980.73,3.83,170.39,2.2,signal_decay
SHORT,2026-03-07,1967.49,2026-03-09,1994.93,8.05,-221.05,-1.39,signal_decay
SHORT,2026-03-10,2035.08,2026-03-15,2105.05,14.6,-1021.46,-3.44,end_of_backtest
