timestamp,group,symbol,side,qty,price,reason,pnl_pct
2026-03-31 00:02:36,crypto_intraday,INJ/USD,SHORT,1335.626537,2.89,entry (SHORT),+0.0000
2026-03-31 00:33:52,crypto_intraday,SEI/USD,LONG,55143.41122,0.05,entry (LONG),+0.0000
2026-03-31 01:26:14,crypto_intraday,ALGO/USD,SHORT,31701.839409,0.09,entry (SHORT),+0.0000
2026-03-31 02:01:10,crypto_intraday,SEI/USD,LONG,55143.41122,0.05,"breakeven_ratchet (floor=$0.0511, current=$0.0509)",-0.0048
2026-03-31 02:03:25,crypto_intraday,INJ/USD,SHORT,1335.626537,2.88,"signal_reversal_post_horizon (E[r]=+0.0054, bars=13, PnL=+0.50%)",+0.0050
2026-03-31 02:03:29,crypto_intraday,AR/USD,SHORT,2269.978965,1.70,"signal_reversal_post_horizon (E[r]=+0.0066, bars=22, PnL=-0.17%)",-0.0017
2026-03-31 02:34:31,crypto_intraday,AR/USD,SHORT,1191.369114,1.69,entry (SHORT),+0.0000
2026-03-31 02:35:23,crypto_intraday,LPT/USD,LONG,1124.863812,2.04,entry (LONG),+0.0000
2026-03-31 03:12:23,crypto_intraday,ALGO/USD,SHORT,31701.839409,0.09,"profit_lock_trail (1.37% from peak, PnL=+0.71%, trail=0.30%)",+0.0071
2026-03-31 03:28:16,crypto_intraday,FIL/USD,SHORT,2623.778932,0.82,"profit_lock+signal_decay (armed, E[r]=+0.0007, PnL=+0.91%)",+0.0091
2026-03-31 03:47:03,crypto_intraday,SEI/USD,SHORT,21563.981476,0.05,entry (SHORT),+0.0000
2026-03-31 04:05:47,crypto_intraday,LTC/USD,LONG,63.553885,53.21,entry (LONG),+0.0000
2026-03-31 04:06:44,crypto_intraday,INJ/USD,LONG,1044.212319,2.84,entry (LONG),+0.0000
2026-03-31 05:16:54,crypto,FARTCOIN/USD,SHORT,14626.352705,0.17,"profit_lock_trail (0.98% from peak, PnL=+4.19%, trail=0.94%)",+0.0419
2026-03-31 06:10:17,crypto_intraday,INJ/USD,LONG,1044.212319,2.86,"signal_reversal_post_horizon (E[r]=-0.0207, bars=14, PnL=+0.51%)",+0.0051
2026-03-31 06:11:11,crypto_intraday,LPT/USD,LONG,1124.863812,2.06,"profit_lock_trail (0.39% from peak, PnL=+0.54%, trail=0.30%)",+0.0054
2026-03-31 06:23:49,intraday,XLE,LONG,58.0,62.00,"breakeven_ratchet (floor=$62.0300, current=$62.0000)",-0.0005
2026-03-31 06:24:25,intraday,XLE,LONG,58,61.96,entry (LONG),+0.0000
2026-03-31 06:30:06,intraday,USO,LONG,10,129.35,entry (LONG),+0.0000
2026-03-31 06:30:08,intraday,XLB,LONG,91,49.47,entry (LONG),+0.0000
2026-03-31 06:30:40,intraday,XLU,LONG,85,45.83,entry (LONG),+0.0000
2026-03-31 06:30:42,intraday,XLK,SHORT,21,129.16,entry (SHORT),+0.0000
2026-03-31 06:31:13,intraday,EWH,LONG,127,22.58,entry (LONG),+0.0000
2026-03-31 06:36:45,intraday,XLE,LONG,58.0,62.47,"profit_lock_trail (0.25% from peak, PnL=+0.77%, trail=0.15%)",+0.0077
2026-03-31 06:46:50,crypto_intraday,FIL/USD,SHORT,2826.320163,0.83,entry (SHORT),+0.0000
2026-03-31 06:52:09,intraday,USO,LONG,10.0,128.08,"breakeven_ratchet (floor=$128.1100, current=$128.0800)",-0.0080
2026-03-31 06:52:46,intraday,USO,LONG,8,127.83,entry (LONG),+0.0000
2026-03-31 07:05:38,crypto_intraday,SEI/USD,SHORT,21563.981476,0.05,"profit_lock_trail (0.48% from peak, PnL=+0.55%, trail=0.30%)",+0.0055
2026-03-31 07:42:09,crypto_intraday,SEI/USD,LONG,50459.084539,0.05,entry (LONG),+0.0000
2026-03-31 07:50:44,intraday,XLB,LONG,91.0,49.42,"breakeven_ratchet (floor=$49.4229, current=$49.4200)",-0.0001
2026-03-31 07:51:01,intraday,XLB,LONG,91,49.42,entry (LONG),+0.0000
2026-03-31 07:52:05,intraday,XLB,LONG,91.0,49.38,"breakeven_ratchet (floor=$49.4229, current=$49.3800)",-0.0010
2026-03-31 07:52:52,intraday,XLB,LONG,76,49.37,entry (LONG),+0.0000
2026-03-31 08:00:22,crypto_intraday,LTC/USD,LONG,63.553885,53.75,"profit_lock_trail (0.57% from peak, PnL=+1.00%, trail=0.30%)",+0.0100
2026-03-31 08:06:51,intraday,USO,LONG,8.0,129.63,"profit_lock_trail (0.37% from peak, PnL=+1.38%, trail=0.29%)",+0.0138
2026-03-31 08:07:21,intraday,USO,LONG,10,129.83,entry (LONG),+0.0000
2026-03-31 08:19:55,crypto_intraday,ALGO/USD,SHORT,32733.151428,0.09,entry (SHORT),+0.0000
