timestamp,group,symbol,side,qty,price,reason,pnl_pct
2026-03-30 01:13:31,crypto_intraday,MANA/USD,SHORT,35442.351774,0.08,"max_hold_expired (48 bars = 4.0h, PnL=-2.06%)",-0.0206
2026-03-30 06:31:42,crypto_intraday,FET/USD,SHORT,5972.542427,0.24,entry (SHORT),+0.0000
2026-03-30 06:32:00,intraday,USO,LONG,12,126.51,entry (LONG),+0.0000
2026-03-30 06:32:02,intraday,EWZ,LONG,68,37.05,entry (LONG),+0.0000
2026-03-30 06:37:51,crypto_intraday,ONDO/USD,SHORT,11229.865747,0.27,entry (SHORT),+0.0000
2026-03-30 06:39:10,swing,XLP,LONG,47,81.77,entry (LONG),+0.0000
2026-03-30 06:39:15,swing,XLRE,LONG,77,40.38,entry (LONG),+0.0000
2026-03-30 06:46:52,crypto_intraday,NEAR/USD,LONG,2432.816881,1.20,entry (LONG),+0.0000
2026-03-30 06:59:22,intraday,SPY,LONG,9,634.96,entry (LONG),+0.0000
2026-03-30 07:01:55,crypto_intraday,FET/USD,SHORT,5972.542427,0.24,"profit_lock_trail (0.68% from peak, PnL=+2.70%, trail=0.30%)",+0.0270
2026-03-30 07:05:08,crypto_intraday,SEI/USD,LONG,54695.037491,0.05,entry (LONG),+0.0000
2026-03-30 07:13:00,intraday,USO,LONG,12.0,126.92,"breakeven_ratchet (floor=$126.9617, current=$126.9200)",-0.0003
2026-03-30 07:14:04,intraday,USO,LONG,12,126.94,entry (LONG),+0.0000
2026-03-30 07:14:29,crypto_intraday,ONDO/USD,SHORT,11229.865747,0.27,"profit_lock_trail (0.52% from peak, PnL=+0.19%, trail=0.30%)",+0.0019
2026-03-30 07:15:08,intraday,SPY,LONG,9.0,636.60,"signal_decay (E[r]=-0.0000, flips=1/1, held=15)",+0.0026
2026-03-30 07:17:30,crypto_intraday,ONDO/USD,SHORT,10919.3004,0.27,entry (SHORT),+0.0000
2026-03-30 07:57:39,crypto_intraday,ONDO/USD,SHORT,10919.3004,0.27,"breakeven_ratchet (floor=$0.2665, current=$0.2671)",-0.0023
2026-03-30 08:00:14,crypto_intraday,FIL/USD,SHORT,3490.518924,0.83,entry (SHORT),+0.0000
2026-03-30 08:00:46,crypto_intraday,NEAR/USD,LONG,2432.816881,1.19,"signal_reversal_post_horizon (E[r]=-0.0070, bars=12, PnL=-0.64%)",-0.0064
2026-03-30 08:03:46,crypto_intraday,ONDO/USD,SHORT,10820.152752,0.27,entry (SHORT),+0.0000
2026-03-30 08:15:30,intraday,XLE,LONG,105.0,63.02,"profit_lock_trail (0.30% from peak, PnL=+0.62%, trail=0.30%)",+0.0062
2026-03-30 08:16:33,intraday,XLE,LONG,106,62.85,entry (LONG),+0.0000
2026-03-30 08:31:41,crypto_intraday,ONDO/USD,SHORT,10820.152752,0.27,"breakeven_ratchet (floor=$0.2684, current=$0.2690)",-0.0022
2026-03-30 08:34:49,crypto_intraday,MANA/USD,LONG,35184.920476,0.08,entry (LONG),+0.0000
2026-03-30 08:37:20,crypto_intraday,FIL/USD,SHORT,3490.518924,0.83,"profit_lock_trail (0.48% from peak, PnL=+0.43%, trail=0.30%)",+0.0043
2026-03-30 08:42:56,intraday,USO,LONG,12.0,126.92,"breakeven_ratchet (floor=$126.9583, current=$126.9150)",-0.0003
2026-03-30 08:44:00,intraday,USO,LONG,12,126.82,entry (LONG),+0.0000
2026-03-30 08:52:17,crypto_intraday,FET/USD,SHORT,12257.950309,0.24,entry (SHORT),+0.0000
2026-03-30 09:13:41,crypto_intraday,FET/USD,SHORT,12257.950309,0.24,"profit_lock_trail (0.43% from peak, PnL=+0.63%, trail=0.30%)",+0.0063
2026-03-30 09:14:57,intraday,USO,LONG,12.0,128.69,"profit_lock_trail (0.48% from peak, PnL=+1.49%, trail=0.45%)",+0.0149
2026-03-30 09:46:41,crypto_intraday,MANA/USD,LONG,35184.920476,0.08,"signal_reversal_post_horizon (E[r]=-0.0075, bars=37, PnL=+0.29%)",+0.0029
2026-03-30 10:00:35,intraday,XLU,LONG,95,46.18,entry (LONG),+0.0000
2026-03-30 10:00:37,intraday,USO,LONG,8,128.11,entry (LONG),+0.0000
2026-03-30 10:30:28,crypto_intraday,SEI/USD,LONG,54695.037491,0.05,disaster_stop (-2.30% <= -2.25%),-0.0230
2026-03-30 10:48:05,crypto_intraday,NEAR/USD,SHORT,2501.71265,1.16,entry (SHORT),+0.0000
2026-03-30 10:56:26,crypto_intraday,FIL/USD,SHORT,3525.431535,0.82,entry (SHORT),+0.0000
2026-03-30 11:15:48,intraday,USO,LONG,8.0,128.11,"breakeven_ratchet (floor=$128.1387, current=$128.1100)",-0.0002
