direction,entry_date,entry_price,exit_date,exit_price,shares,pnl,return_pct,exit_reason
SHORT,2025-01-01,0.92,2025-01-17,1.14,32758.24,-7259.23,-24.2,disaster_stop
SHORT,2025-01-19,0.99,2025-02-12,0.8,28125.99,5298.94,19.05,profit_lock_trail
SHORT,2025-02-13,0.81,2025-03-02,1.13,36351.39,-11730.59,-39.88,disaster_stop
SHORT,2025-03-07,0.82,2025-04-23,0.7,31762.43,3690.79,14.25,profit_lock_trail
SHORT,2025-05-30,0.69,2025-07-03,0.6,39249.85,3438.29,12.73,profit_lock_trail
SHORT,2025-07-04,0.57,2025-07-10,0.68,49031.76,-5212.08,-18.59,disaster_stop
SHORT,2025-09-01,0.8,2025-10-12,0.7,33142.8,3171.77,11.98,profit_lock_trail
SHORT,2025-10-13,0.73,2025-12-03,0.45,37674.31,10401.88,37.94,profit_lock_trail
SHORT,2025-12-04,0.44,2026-01-02,0.39,69630.48,3070.7,10.05,profit_lock_trail
SHORT,2026-01-03,0.39,2026-02-06,0.28,80960.22,9051.35,28.77,profit_lock_trail
SHORT,2026-02-07,0.27,2026-03-15,0.27,125741.52,616.13,1.8,end_of_backtest
