direction,entry_date,entry_price,exit_date,exit_price,shares,pnl,return_pct,exit_reason
SHORT,2025-01-02,7.15,2025-01-07,7.03,2110.9,264.5,1.75,signal_decay
SHORT,2025-01-15,7.15,2025-01-19,6.24,4206.49,3811.5,12.67,signal_decay
SHORT,2025-01-21,6.61,2025-01-26,6.2,4720.29,1973.08,6.32,signal_decay
SHORT,2025-01-28,5.64,2025-02-02,5.16,5636.61,2737.7,8.61,signal_decay
SHORT,2025-02-17,4.88,2025-02-18,4.77,6689.63,741.21,2.27,signal_decay
SHORT,2025-02-20,5.04,2025-02-24,4.42,4528.26,2784.88,12.21,signal_decay
LONG,2025-03-25,4.65,2025-03-29,4.04,4986.01,-3013.05,-13.0,disaster_stop
SHORT,2025-04-12,3.71,2025-04-16,3.56,7085.2,998.3,3.8,signal_decay
SHORT,2025-04-19,3.87,2025-05-09,4.8,8546.71,-7954.42,-24.04,disaster_stop
SHORT,2025-05-30,4.04,2025-06-13,3.85,7598.84,1452.9,4.73,signal_decay
SHORT,2025-06-14,3.78,2025-06-22,3.16,8242.84,5102.32,16.39,signal_decay
SHORT,2025-06-23,3.41,2025-07-10,3.89,9572.13,-4577.39,-14.01,signal_decay
LONG,2025-07-10,3.89,2025-07-12,3.88,8042.88,-80.43,-0.26,signal_decay
LONG,2025-07-17,4.28,2025-07-19,4.41,7314.48,957.47,3.06,signal_decay
SHORT,2025-07-31,3.68,2025-08-12,4.16,8573.17,-4079.12,-12.93,signal_decay
LONG,2025-08-12,4.16,2025-08-15,3.88,5378.72,-1472.16,-6.58,signal_decay
SHORT,2025-09-04,3.76,2025-09-13,4.51,7952.49,-5969.93,-19.97,disaster_stop
LONG,2025-09-19,4.37,2025-09-20,4.35,6435.06,-114.54,-0.41,signal_decay
LONG,2025-09-22,4.04,2025-09-29,3.98,6939.32,-480.2,-1.71,signal_decay
SHORT,2025-09-29,3.98,2025-10-10,2.97,7023.87,7075.84,25.34,signal_decay
SHORT,2025-10-12,3.24,2025-10-14,3.26,9272.5,-154.85,-0.52,signal_decay
SHORT,2025-10-26,3.19,2025-10-28,3.06,8991.92,1172.55,4.09,signal_decay
LONG,2026-01-02,2.17,2026-01-04,2.14,14016.55,-419.09,-1.38,signal_decay
LONG,2026-01-07,2.15,2026-01-14,2.22,14076.15,1044.45,3.46,signal_decay
LONG,2026-01-15,2.12,2026-01-23,1.92,13387.44,-2689.54,-9.47,signal_decay
SHORT,2026-02-16,1.37,2026-02-17,1.35,21659.09,511.15,1.72,signal_decay
SHORT,2026-03-13,1.46,2026-03-15,1.43,11781.84,418.26,2.43,end_of_backtest
